trip_id,start_lat,start_lon,end_lat,end_lon,straight_m,path_m,path_over_straight,n_points,start_ts,end_ts,duration_s,anomaly_score,is_anomalous,start_cluster,if_anomaly_score,if_score_raw,if_is_anomaly
-9184194414569400743,51.08161,71.39988,51.09609,71.42725,2499.334093708728,57172.64694681684,22.875151861742157,88,,,,21.875151861742157,True,0,-1,-0.019736629578824716,True
-9169092331127415906,51.10022,71.42862,51.08235,71.40114,2762.546935916192,67152.38160972111,24.308141424373733,105,,,,23.308141424373733,True,0,-1,-0.03555774566025449,True
-9167875026883133696,51.08689,71.4100317,51.08689,71.4100317,0.0,225294.13913832055,,386,,,,0.0,False,0,-1,-0.09853997120255209,True
-9158708586266049143,51.098975,71.4291351,51.0906123,71.4088616,1693.852597156767,614838.1887237355,362.9821093971094,905,,,,361.9821093971094,True,0,-1,-0.07289420210029396,True
-8956584428650312983,51.09893,71.40361,51.08901,71.42533,1875.496191089448,16559.647413482748,8.829475363457547,17,,,,7.829475363457547,True,0,-1,-0.01000300735199966,True
-8939808986530211433,51.0874483,71.4209894,51.0896612,71.4113717,715.3842594454414,540134.2303105381,755.0267191079164,1021,,,,754.0267191079164,True,0,-1,-0.050736189351012095,True
-8899400287722221763,51.08686,71.42373,51.07636,71.41999,1196.4193031295745,1196.4193031295745,1.0,2,,,,0.0,True,0,-1,-0.00471981699085966,True
-8840305814421191426,51.0917167,71.413225,51.0917167,71.413225,0.0,598346.172586089,,848,,,,0.0,False,0,-1,-0.1587223907669344,True
-8799961684328910634,51.0828109,71.4002016,51.0902723,71.4205861,1647.8853465162513,1656.4181359027737,1.0051780237044776,10,,,,0.0051780237044776,False,0,-1,-0.02514905203866269,True
-8586024988812817621,51.0966,71.41885,51.0966,71.41885,0.0,38826.62426304495,,77,,,,0.0,False,0,-1,-0.014038838612169036,True
-8572624205826347198,51.0863192,71.4163784,51.0855236,71.4119865,319.2651231087107,941093.5475732308,2947.6866699679745,1134,,,,2946.6866699679745,True,0,-1,-0.1322020258889156,True
-8558299629165726926,51.1000361,71.4274231,51.0856242,71.4077282,2111.8535332969955,701466.3959008686,332.15674517245014,940,,,,331.15674517245014,True,0,-1,-0.11853824580788042,True
-8549113909338844187,51.091637,71.3982832,51.0960209,71.4001072,503.8355036723084,269358.7302062552,534.6164139743604,2724,,,,533.6164139743604,True,0,-1,-0.09418459032536908,True
-8482576274139531225,51.0882267,71.4288149,51.0892783,71.4113117,1228.0607892354017,588208.3537675081,478.973320313997,1073,,,,477.973320313997,True,0,-1,-0.06809254237550544,True
-8473502331865785375,51.086,71.42791,51.08554,71.43308,364.7176498402959,704565.890035792,1931.8118833687108,1357,,,,1930.8118833687108,True,0,-1,-0.13303031931399256,True
-8416972870719849077,51.0956,71.40816,51.08819,71.42629,1510.6602990372764,5420.975758799635,3.5884809856023554,10,,,,2.5884809856023554,True,0,-1,-0.013139961401857914,True
-8397235589692293683,51.0822906,71.4001613,51.0904848,71.4296958,2255.1551458967724,329211.78163880704,145.98187722818267,661,,,,144.98187722818267,True,0,-1,-0.010511992036853157,True
-8340444810992977280,51.0975267,71.4243715,51.0971002,71.411232,918.7608622213558,814133.0941941028,886.1207825349823,970,,,,885.1207825349823,True,0,-1,-0.09614084503736897,True
-8333727751045843068,51.0992298,71.4096966,51.089788,71.4113244,1056.0165541928088,770414.4656675446,729.5477164715747,1093,,,,728.5477164715747,True,0,-1,-0.09993097457159972,True
-8291695048817409751,51.1006162,71.4238339,51.0820183,71.4042873,2477.933143886742,85906.84185721139,34.66874885997243,115,,,,33.66874885997243,True,0,-1,-0.006436221362593919,True
-8258059490520385414,51.0807412,71.4131273,51.0942542,71.410111,1517.274306690338,674993.700768739,444.8725571852045,1109,,,,443.8725571852045,True,0,-1,-0.09865480450044162,True
-8229806661791058765,51.0799163,71.4213284,51.0957955,71.4340269,1975.9250432664303,697992.0372622076,353.24823663773543,914,,,,352.24823663773543,True,0,-1,-0.11248923879666017,True
-8229319428089221814,51.0984333,71.4072767,51.0879906,71.4089882,1167.310702097759,546532.2090980728,468.1977198666189,784,,,,467.1977198666189,True,0,-1,-0.013147220403281867,True
-8225665319449591720,51.1014239,71.4164099,51.0781581,71.420855,2605.6000713883886,93615.7091390418,35.928656192106594,114,,,,34.928656192106594,True,0,-1,-0.017191366748737558,True
-8194172833588890297,51.09812,71.40853,51.07874,71.42716,2517.327332839608,103122.0932651439,40.964912238417405,155,,,,39.964912238417405,True,0,-1,-0.007830559652855729,True
-8158157705937013190,51.0845198,71.4266089,51.0931945,71.4152265,1249.9667222922317,514587.5571595771,411.6810055678194,791,,,,410.6810055678194,True,0,-1,-0.004448157512421447,True
-8133852171419056023,51.0974417,71.40549,51.0897721,71.4092774,892.8950142296295,1083730.8967626318,1213.7271230007386,1559,,,,1212.7271230007386,True,0,-1,-0.17211689671263186,True
-8132009309973206700,51.0893282,71.4026558,51.0817862,71.399878,860.7840683227414,1065825.3196484456,1238.2028883564633,1063,,,,1237.2028883564633,True,0,-1,-0.1326459321666642,True
-8125861561360590357,51.0985,71.40565,51.07957,71.42284,2423.246911809312,70488.17052381276,29.08831542518419,92,,,,28.08831542518419,True,0,-1,-0.0053378535671169125,True
-7953974992492323433,51.08893,71.42639,51.08893,71.42639,0.0,272724.02471324743,,790,,,,0.0,False,0,-1,-0.1302568759591175,True
-7864959320562053691,51.0902165,71.4042218,51.0899918,71.4045684,34.78869040755548,616512.0461245199,17721.6227142205,994,,,,17720.6227142205,True,0,-1,-0.09089383928347294,True
-7789453642740287330,51.0968029,71.4111804,51.1012003,71.4104114,491.9082169701082,881500.3756198075,1792.0017296100048,1937,,,,1791.0017296100048,True,0,-1,-0.17112697711844616,True
-7747289256296864945,51.0964717,71.4202,51.0976426,71.4122276,571.7405364559469,733162.1617920954,1282.333707413426,966,,,,1281.333707413426,True,0,-1,-0.08423316491277344,True
-7701017771334945096,51.0877542,71.4296095,51.0871117,71.4274167,169.00015535898189,159954.7448375928,946.4769100230986,3025,,,,945.4769100230986,True,0,-1,-0.10940101075811925,True
-7681971899824766110,51.10023,71.41719,51.10023,71.41719,0.0,38658.070806240845,,119,,,,0.0,False,0,-1,-0.03247295169923481,True
-7656800936050215615,51.0881715,71.4264641,51.0888871,71.4261276,82.9693932325196,305366.2935043369,3680.469165883324,2494,,,,3679.469165883324,True,0,-1,-0.10633675799566289,True
-7634469421914986457,51.0881506,71.4341443,51.0963791,71.4214872,1272.2132969261445,538161.6304566094,423.0121094920856,1050,,,,422.0121094920856,True,0,-1,-0.05385080490806571,True
-7495889935775870007,51.08961,71.4115183,51.08961,71.4115183,0.0,11548.918212378392,,120,,,,0.0,False,0,-1,-0.018847401268023978,True
-7447268724309199829,51.0927421,71.4082851,51.0880374,71.3984973,860.794223673009,514235.6258170033,597.3966967654126,961,,,,596.3966967654126,True,0,-1,-0.03415456748600343,True
-7378893823617506891,51.0885807,71.4022098,51.0943962,71.4352921,2399.2279415196167,28299.652099355677,11.795316155509306,33,,,,10.795316155509306,True,0,-1,-0.04223670590245454,True
-7373211291775165941,51.09859,71.40458,51.09859,71.40458,0.0,66750.13328399949,,88,,,,0.0,False,0,-1,-0.03453930076870049,True
-7293269146097509546,51.07784,71.42361,51.09914,71.40607,2666.520639497984,103066.39866987248,38.65201609287991,162,,,,37.65201609287991,True,0,-1,-0.029119448925525426,True
-7271657688553006015,51.0835323,71.4315699,51.0842071,71.4316058,75.07622730794289,1046609.9598921489,13940.630708562789,1451,,,,13939.630708562789,True,0,-1,-0.17283840974168108,True
-7224668732606633504,51.09873,71.42803,51.07594,71.41985,2597.7396524248925,45138.69966955861,17.376144536818128,70,,,,16.376144536818128,True,0,-1,-0.03063891979808453,True
-7220944769657035245,51.0834109,71.4211045,51.0863157,71.4197904,335.78795458860816,28650.47979620832,85.32313147238875,1156,,,,84.32313147238875,True,0,-1,-0.01949019838122068,True
-7217890787588318499,51.08894,71.43425,51.08236,71.40012,2493.664762936168,75310.54243821176,30.200748535876684,107,,,,29.200748535876684,True,0,-1,-0.014705574933864263,True
-7178948726594444721,51.0949125,71.4321201,51.0898586,71.4054021,1948.7148926672437,472965.1770429412,242.7061951559187,746,,,,241.7061951559187,True,0,-1,-0.029705714765000835,True
-7171874634618681026,51.0789151,71.4049658,51.0977865,71.4277566,2633.841468181059,106652.90954020892,40.49329119791854,110,,,,39.49329119791854,True,0,-1,-0.017127847725075807,True
-7132062563385479307,51.07759,71.42061,51.09996,71.42745,2532.8905337194847,365380.6276061576,144.25440923797268,662,,,,143.25440923797268,True,0,-1,-0.03561935848426134,True
-7078077122498809560,51.09515,71.43028,51.09779,71.40567,1743.4480384909943,534059.5920763286,306.3237792498668,961,,,,305.3237792498668,True,0,-1,-0.05524648423361611,True
